time,region,policy_name,policy_category,policy_tags,policy_summary,link,adcode
2025/6/18,青海省,《关于加强煤炭清洁高效利用的实施方案》,政策制度,"产业领域,煤炭",旨在推动青海省提高煤炭清洁高效利用水平。重点从开发、生产、储运、使用及保障措施等方面细化加强煤炭清洁高效利用的工作内容，明确职责分工，进一步加强统筹协调、推动工作落实。提出合理控制煤炭消费总量、推动煤电行业减污降碳等措施。,http://fgw.qinghai.gov.cn/zfxxgk/jjzn/wjgcs/jjyxtjj/gzxx/202506/t20250618_89694_ghb.html,630000
2025/6/18,云南省,《云南省关于促进光伏发电与光伏制造融合发展的政策措施》,政策制度,"能源领域,光伏",旨在推动光伏产业高质量发展，促进光伏发电与光伏制造融合。共三大部分十项措施。提出支持上下游企业绿色融通发展；鼓励光伏发电项目优先使用高效率组件；促进退役光伏组件等设备回收利用等。,https://yndrc.yn.gov.cn/html/2025/qitawenjian_0618/22029.html,530000
2025/6/19,四川省,《分布式光伏发电开发建设管理办法》,政策制度,"能源领域,分布式光伏",结合四川省实际提出因地制宜规划发展、动态开展评估预警等；提出按照国家和四川省关于分布式光伏电网承载能力评估有关政策和工作要求，按季度评估并对外公布分布式光伏可开放容量和“红、黄、绿”等级判定结果，并报备省能源局。,https://fgw.sc.gov.cn/sfgw/tzgg/2025/6/19/37f4bca828414683a3b2167cf220daba.shtml,510000
2025/6/22,新疆维吾尔族自治区,《自治区贯彻落实深化新能源上网电价市场化改革实施方案（试行）》,政策制度,"新能源,电力市场",旨在贯彻落实新疆维吾尔自治区深化新能源上网电价市场化改革。主要任务包括推动新能源上网电价全面由市场形成、建立新能源可持续发展价格结算机制、确定机制电量规模、电价水平以及明确差价结算方式。,https://xjdrc.xinjiang.gov.cn/xjfgw/c108396/202506/a195076dc1b5403ba18538198c1a1694.shtml,
2025/6/24,江西省,《关于进一步完善分时电价机制有关事项的通知》,政策制度,"新能源,电力市场",旨在分发挥分时电价信号作用。提出优化峰谷时段，推动新型储能发展；优化价差比例，将分时电价浮动基础由“电能量交易价格+输配电价”调整为“电能量交易价格”等。,https://drc.jiangxi.gov.cn/jxsfzhggwyh/col/col4990/content/content_1937430631735218176.html,360000
2025/6/25,江苏省,《江苏省突发生态环境事件应对办法》,政策制度,生态安全,旨在规范江苏省突发生态环境事件应对活动，预防和减少突发生态环境事件的发生。自2025年9月1日起施行。突发生态环境事件按照国家规定分为特别重大、重大、较大和一般四级。提出严密防控生态环境风险、保护生态环境敏感目标，及时妥善科学处置各类突发生态环境事件等要求。,https://www.js.gov.cn/art/2025/7/2/art_46143_11593070.html,320000
2025/6/26,天津市,《关于印发天津市碳排放权交易管理暂行办法的通知》,政策制度,碳排放权交易,旨在为规范天津市市碳排放权交易及相关活动。本办法适用于本市行政区域内开展的地方碳排放权交易及相关活动。提出碳排放配额分配以免费发放为主、有偿发放为辅。市生态环境局确定不超过年度碳排放配额总量的5％作为调整量，用于碳排放配额调整、有偿发放和市场调节等。,https://www.tj.gov.cn/zwgk/szfwj/tjsrmzfbgt/202506/t20250626_6966221.html,120000
2025/6/30,青海省,《关于加强煤炭清洁高效利用的实施方案》,政策制度,"产业领域,煤炭",旨在推动提高青海省煤炭清洁高效利用水平。提出加快安全智能化发展、提升清洁生产水平、推进节能环保升级等工作，强化煤炭的安全环保生产。合理控制煤炭消费总量、推动煤电行业减污降碳、提高重点行业用煤效能、推进煤炭分质分级利用等。,http://wap.qinghai.gov.cn/jdhy/zjjd/202506/t20250630_297162.html,630000
2025/6/30,北京市,《北京市碳普惠管理办法（试行）》,政策制度,碳普惠,旨在进一步规范北京市碳普惠相关工作，引导公众积极参与绿色低碳行动，助力首都实现碳达峰碳中和目标。包括总则、碳普惠方法学管理、碳普惠项目管理等共六章35条。在碳普惠方法学管理方面，明确了碳普惠方法学实施分级管理与动态评估，优先支持低碳交通、绿色建筑等公众参与度高的领域等。,https://sthjj.beijing.gov.cn/bjhrb/index/xxgk69/zfxxgk43/fdzdgknr2/zcfb/543377609/743687118/index.html,110000
2025/7/3,海南省,《海南低碳岛建设方案》,政策制度,绿色低碳转型,旨在加快海南自贸港绿色低碳高质量发展。目标2030年前，全省实现碳达峰，经济社会发展向低碳方向快速迈进。2045年前，全面建成低碳岛，全省二氧化碳年排放量比峰值期下降70%，建成零碳、高效、智慧、韧性、安全的新型能源系统。2060年前，全省实现碳中和。,https://www.hainan.gov.cn/hainan/szfwj/202507/5b8fc216682c4195988d61e4198e3420.shtml,460000
2025/7/4,内蒙古自治区,《关于推进产品碳足迹标识认证工作的实施意见》,政策制度,碳足迹管理,旨在推动建立符合内蒙古产业发展特色的产品碳足迹标识认证制度。提出积极开展重点产品碳足迹标识认证；推进产品碳足迹认证标准实施；搭建碳足迹认证数据服务平台，提升产品碳足迹计量保障能力等意见。,https://www.nmg.gov.cn/zfbgt/zwgk/zzqwj/202507/t20250704_2753571.html,150000
2025/7/9,上海市,《上海市大型活动碳中和工作指引》,政策制度,节能降碳,旨在助力上海市演出、赛事、会议、展览等领域大型活动的碳中和工作。包括定义、总体要求、责任主体实施内容等共四章20条措施。鼓励举办大型活动的机关、企业事业单位、社会团体等组织以及场馆单位、服务单位和参与方等主体按照本指引对大型活动实施碳中和，并主动公开相关信息。,https://www.shanghai.gov.cn/gwk/search/content/3a801f72d8aa4c4e951d0938b5971295,310000
2025/7/9,云南省,《云南省推动绿电直连建设实施方案》,政策制度,"新能源,绿电",旨在为进一步发挥云南绿色能源优势，推动绿电资源就地转化，助力“绿电+先进制造业”走深走实。绿电直连是指风电、光伏、生物质发电等清洁能源不直接接入公共电网，通过直连线路向单一电力用户供给绿电，可实现供给电量清晰物理溯源的模式。直连线路按照负荷是否接入公共电网分为并网型和离网型两类。,https://yndrc.yn.gov.cn/html/2025/qitawenjian_0709/22323.html,530000
2025/7/9,广东省,《关于完善碳减排市场机制 助力“百千万工程”和绿美广东生态建设的若干措施》,政策制度,"碳普惠,节能降碳",旨在充分发挥碳减排市场机制作用，进一步推动广东省高质量发展。提出强化碳减排市场机制对生态产品价值转化的助力、强化碳足迹管理对乡村振兴高质量发展的助力等三大方面，丰富拓展碳普惠方法学体系、加强农林生态产品碳足迹评价管理等8项具体措施。,https://gdee.gd.gov.cn/shbtwj/content/post_4745653.html,440000
2025/7/9,广东省,《浙江、河南、广东省分布式可再生能源发电项目绿证核发工作方案》,政策制度,能源领域,为深化绿证核发全覆盖工作，做好分布式可再生能源发电项目（以下简称分布式项目）绿证核发，结合浙江、河南、广东省实际，制定本方案。重点任务包括统筹推进项目建档立卡、按电量用途核发绿证等。力争在2025年12月底前基本实现分布式项目绿证核发全覆盖。,http://www.nea.gov.cn/20250723/48e11a3413dc440f8306c38a1869940c/c.html,440000
2025/7/10,北京市,《北京市甲烷排放控制行动方案》,政策制度,减污降碳,旨在有力有序推动北京市甲烷排放控制，推进降碳减污协同增效。明确到2030年，形成较为完善的甲烷排放控制政策标准体系和统计核算体系，数据监测能力明显提升；重点领域甲烷排放得到有效控制，打造一批试点示范工程，全市甲烷排放总量保持下降趋势等。聚焦强化甲烷与污染物协同控制、科学谋划农业领域甲烷排放控制等八方面任务。,https://sthjj.beijing.gov.cn/bjhrb/index/xxgk69/zfxxgk43/fdzdgknr2/zcfb/2024bzcwj/743687125/index.html,110000
2025/7/15,内蒙古自治区,《内蒙古自治区推动氢能装备制造产业高质量发展行动方案》,政策制度,"能源领域,氢能",旨在部署推动内蒙古氢能装备制造产业高质量发展重点任务。明确到2027年，内蒙古全区氢能“制储输用”全产业链装备制造产业创新能力显著提高，建立较为完善的供应链和产业体系。初步构建布局合理、协同紧密的产业集群，形成特色鲜明、优势互补的发展格局。攻克一批制约产业发展的“卡脖子”技术，在关键材料、核心部件制造等方面取得显著进展。,https://nyj.nmg.gov.cn/ywdt/gzdt/202507/t20250715_2758500.html,150000
2025/7/16,上海市,《上海碳市场全面深化改革行动方案（2026-2030年）》,政策制度,碳排放权交易,旨在健全上海市绿色低碳发展机制。包括实施碳排放权交易市场提质增效、实施温室气体自愿减排引导激励两个行动十六项措施，包括规范配额有偿竞价发放和结转机制、丰富碳金融产品和服务体系等。,https://www.shanghai.gov.cn/nw12344/20250814/53e2be9dc09a47c6988e86cc88cfe7b9.html,310000
2025/7/17,山东省,《关于印发〈山东省零碳园区建设方案〉的通知》,政策制度,"节能降碳,零碳园区",通知明确了山东省各部门职责：省发改委统筹推进零碳园区建设并给予试点、项目、资金等支持，省工信厅指导工业园区低碳化改造，省能源局推动园区绿色能源供给体系建设；同时要求各市相关部门结合实际落实工作，附件包含《山东省零碳园区建设方案》及《山东省零碳园区建设基本条件》。,http://fgw.shandong.gov.cn/art/2025/7/17/art_306787_75483.html,370000
2025/7/17,江西省,《江西省绿色矿山管理办法》,政策制度,"产业领域,矿业",旨在加快江西省矿业转型绿色发展。目标到2028年底，全省持证在产的90%大型矿山、80%中型矿山要达到绿色矿山标准要求，各地可结合实际，参照绿色矿山标准加强小型矿山管理。包括建设要求、支持政策等7大部分。,https://www.jiangxi.gov.cn/jxsrmzf/szfbg100/pc/content/content_1947202159542185984.html,360000
2025/7/19,江苏省,《进一步促进民营经济绿色发展的若干措施》,政策制度,绿色经济,旨在指导江苏省生态环境部门更好支持服务民营经济绿色发展。包括促进绿色低碳转型、强化财政金融支持、推广集中治污模式等12条措施。提出配合相关部门加快推进产品碳足迹管理体系建设，在受绿色贸易政策影响较大的行业率先开展碳足迹核算和认证等。,https://sthjt.jiangsu.gov.cn/art/2025/7/21/art_87058_11605025.html,320000
2025/7/24,山西省,《促进全省能源领域民营经济发展若干措施》,政策制度,能源领域,旨在促进山西省能源领域民营经济加快发展。包括支持投资建设能源基础设施、支持发展能源新业态新模式、支持民营能源企业转型升级等共十大部分25条措施。,https://nyj.shanxi.gov.cn/zfxxgk/fdzdgknr/sjwj/202507/t20250728_9925718.shtml,140000
2025/7/24,贵州省,《贵州省建立健全碳排放统计核算和碳排放双控制度体系工作方案》,政策制度,碳排放管理,旨在加快夯实贵州省碳排放双控基础制度，构建完善碳排放统计核算体系。目标到2030年，系统完备的碳排放统计核算体系构建完成，省、市（州）两级碳排放统计核算制度全面建立并有效运转，重点行业领域碳排放核算方法更加健全，重点用能和碳排放单位碳排放管理能力显著提升，产品碳足迹管理体系更加完善，碳排放数据能够有效满足各层级、各领域、各行业碳排放管控要求。,https://fgw.guizhou.gov.cn/zwgk/xxgkml/zcfg/zcwj/202507/t20250724_88327551.html,520000
2025/7/25,山东省,《山东省生态环境导向的开发（EOD模式项目管理办法（试行）》,政策制度,"生态安全,绿色经济",生态环境导向的开发（EOD）模式（以下简称EOD模式）是一种创新性的项目组织实施方式，山东省旨在通过将公益性较强的生态环境治理与收益较好的关联产业有效融合、统筹推进、市场化运作、一体化实施，以生态环境治理提升关联产业经营收益，以产业增值收益反哺生态环境治理投入，实现高水平保护与高质量发展的良性互动。分为8章、23条。,http://xxgk.sdein.gov.cn/zfwj/lhf/202507/t20250731_4839899.html,370000
2025/7/28,宁夏回族自治区,《宁夏回族自治区风电、光伏发电项目管理办法》,政策制度,"新能源,风电,光伏",旨在进一步加强宁夏回族自治区集中式风电、光伏项目管理。适用于宁夏回族自治区境内建设及运行的集中式风电、光伏项目管理，项目类型包括国家大型风电光伏基地项目、特色优势产业绿电园区项目、保障性并网项目、其他类型项目等。包括规划管理、年度开发建设方案等9部分。,https://fzggw.nx.gov.cn/zcgh/gfxwj1/202507/t20250729_4973863.html,640000
2025/7/29,云南省,《云南省现代物流业高质量发展三年行动方案（2025—2027年）》,政策制度,"产业领域,物流业",云南省部署实施七个方面21项重点任务。提出持续优化调整运输结构，支持大宗货运物资和中长距离运输“公转铁”“公转水”，到2027年，全省铁路货运量、铁路货运周转量占比分别提高至10%和24%左右；制定新能源重卡推广应用规划，持续完善全省充换电设施网络布局；积极打造零碳园区等。,https://yndrc.yn.gov.cn/html/2025/tongzhigonggao_0729/22650.html,530000
2025/7/29,内蒙古自治区,《关于鼓励开展内蒙古自治区大型活动碳中和的实施方案》,政策制度,节能降碳,旨在有效引导内蒙古自治区自愿减排和绿色消费，鼓励大型活动实施碳中和。主要是指在特定时间和场所内开展的参与人数500人以上的较大规模聚集活动。包括但不限于会议、演出、论坛、体育赛事、展览、节庆活动等。可开展减排行动并采取抵消措施。,https://sthjt.nmg.gov.cn/xxgk/zfxxgk/fdzdgknr/zdlyxx/ydqhbh1/202507/t20250729_2766029.html,150000
2025/7/30,湖北省,《关于开展零碳园区建设和组织申报国家级零碳园区的通知》,政策制度,"节能降碳,零碳园区",旨在推进湖北省零碳园区建设。零碳园区建设重点任务包括加快园区用能结构转型、大力推进园区节能降碳、调整优化园区产业结构等。通知包括申报方式、申报条件等。,https://fgw.hubei.gov.cn/fbjd/zc/zcwj/tz/202507/t20250730_5734871.shtml,420000
2025/7/30,宁夏回族自治区,《宁夏回族自治区推动建设美丽中国先行区实施方案》,政策制度,美丽中国,旨在以美丽宁夏建设为统领，分级分类推动自治区级、城市、县域美丽中国先行区建设。提出分层级分步骤建设美丽中国先行区宁夏样板：大力夯实省级先行区建设基础、高标准建设美丽城市、因地制宜建设美丽乡村。,https://www.nx.gov.cn/zwgk/qzfwj/202507/t20250730_4974981.html,640000
2025/8/4,上海市,《关于深入推进生态文明建设打造美丽中国上海典范的决定》,政策制度,美丽中国,旨在为全球超大城市可持续发展贡献上海方案。提出推进生态文明建设，应当完整准确全面贯彻新发展理念，服务构建新发展格局，大力发展循环经济，厚植高质量发展的绿色底色，促进经济社会发展全面绿色低碳转型等。,https://sthj.sh.gov.cn/hbzhywpt1013/hbzhywpt1042/20250804/68803ba48d6c4aacb3ebdac58011025b.html,310000
2025/8/5,上海市,《关于上海市贯彻落实新能源上网电价市场化改革有关事项的通知》,政策制度,"新能源,电力市场",旨在推动上海市新能源公平参与电力市场交易，促进新能源高质量可持续发展。主要包括推动新能源上网电价全面由市场形成、建立新能源可持续发展价格结算机制、完善市场跟踪与部门协作工作机制等三个方面共17条措施，将试行至2026年底。,https://fgw.sh.gov.cn/fgw_jggl/20250804/dabf972a3f494bf79a8774dc786e8b7d.html,310000
2025/8/11,重庆市,《重庆市分布式光伏发电开发建设管理实施细则》,政策制度,"能源领域,分布式光伏",旨在促进重庆市分布式光伏发电高质量发展，助力构建新型电力系统。包括行业管理、备案管理等七章31条。提出采用自发自用余电上网的一般工商业分布式光伏发电项目，根据市内电力负荷分布确定不同自发自用电量比例，其中：主城都市区22个区县辖区内的项目年自发自用电量占发电量的比例原则上不低于20%等。,https://fzggw.cq.gov.cn/zwxx/tzgg/202508/t20250811_14890994.html,500000
2025/8/12,广东省,《关于推进碳排放配额担保助力绿色金融发展的若干意见》,政策制度,"绿色金融,碳排放管理",在全国范围内首次为碳排放配额质押融资提供系统化的司法保障。从争议处置、减排激励、评估监督到担保创新等多方面，提出了13条具体规定。为降低碳排放配额质押融资争议风险，明确碳排放配额属于合法质押标的，在省级交易平台完成登记后，就产生法律效力等。,https://www.gd.gov.cn/gdywdt/bmdt/content/post_4758350.html,440000
2025/8/12,江苏省,《关于支持车网互动规模化应用试点城市和试点项目建设电价政策有关事项的函》,政策制度,交通领域,旨在支持江苏省车网互动规模化应用试点城市和试点项目建设。包括电动汽车充换电设施充电价格政策、电动汽车向电网反向放电价格政策等内容。明确的车网互动规模化应用试点城市常州市，南京市、无锡市和常州市车网互动规模化应用试点项目，自2025年8月15日起，试行至2026年12月31日止。,https://fzggw.jiangsu.gov.cn/art/2025/8/14/art_51012_11628764.html,320000
2025/8/15,湖北省,《湖北省美丽乡村建设工作方案》,政策制度,美丽中国,旨在全面加强湖北省农业农村生态环境保护。目标分阶段到2035年，全省美丽乡村基本建成。农村绿色生产生活方式广泛形成，乡政府驻地、中心村等重点村庄全面完成环境整治等。主要任务包括全面推进农业绿色低碳发展等，提出强化秸秆资源化利用和有效管控；支持先进性强、减污降碳效益突出的农村生态环境治理、农业面源污染防治新材料、新技术、新装备研究推广等。,https://sthjt.hubei.gov.cn/fbjd/zc/zcwj/sthjt/ehf/202508/t20250825_5754408.shtml,420000
2025/8/16,湖北省,《湖北省美丽城市建设工作方案》,政策制度,美丽中国,旨在整体推进湖北省绿色低碳、环境优美、生态宜居、安全健康、智慧高效的美丽城市建设。主要任务包括推进城市绿色低碳转型、改善城市生态环境质量等五部分，提出推进大气环境治理。推进固定源、移动源、面源、外源“四源齐控”；推动产业绿色转型；推进建筑节能降碳等。,https://sthjt.hubei.gov.cn/fbjd/zc/zcwj/sthjt/ehf/202508/t20250825_5754561.shtml,420000
2025/8/18,甘肃省,《甘肃省深化新能源上网电价市场化改革促进新能源高质量发展实施方案》,政策制度,"新能源,电力市场",旨在促进甘肃省新能源及新能源装备制造产业高质量发展。提出全面推动新能源上网电量进入市场交易、建立健全支持新能源高质量发展的制度机制、加快完善与新型电力系统相适应的电力市场体系等方面。并附甘肃省新能源可持续发展价格结算机制竞价实施细则。,https://zwfw.gansu.gov.cn/gannan/tsfw/xmtzfwzq/xwdt/art/2025/art_b0ee7d17eceb45e58e98921cb6502612.html,620000
2025/8/27,广东省,《广东省碳足迹管理体系建设工作方案》,政策制度,碳足迹管理,旨在加快构建广东省碳足迹管理体系，推动企业绿色低碳转型升级。目标到2027年基本建立广东省碳足迹管理体系，构建符合国家要求、与国际规则衔接的碳核算技术规范，碳标签管理更加规范，完成200个左右产品碳足迹核算评价，产品碳足迹核算评价方法与应用实现粤港澳互信互认等。到2030年，广东省碳足迹管理体系更贾完善。完成500个左右产品碳足迹核算评价，产品碳足迹应用场景持续丰富等。影响力持续扩大，有力支撑绿色低碳转型。,https://gdee.gd.gov.cn/shbtwj/content/post_4769109.html,440000
2025/8/27,云南省,《云南省深化新能源上网电价市场化改革 促进新能源高质量发展的实施方案》,政策制度,"新能源,电力市场",旨在推动云南省新能源上网电量全面进入电力市场。新能源项目（含集中式光伏和风电、分布式光伏、分散式风电）上网电量原则上全部进入电力市场，上网电价通过市场交易形成。完善现货市场交易和价格机制，健全中长期市场交易和价格机制。提出建立健全支持新能源高质量发展的制度机制，新能源参与电力市场交易后等，并对存量和增量项目机制电量规模、机制电价和执行期限作出规定。,https://yndrc.yn.gov.cn/html/2025/tongzhigonggao_0827/23092.html,530000
2025/9/1,青海省,《青海省发挥绿电优势推动产业外向型发展实施方案》,政策制度,"新能源,电力市场",旨在为充分发挥青海省清洁能源资源优势，发挥外贸对稳增长的支撑作用。目标到2030年，全省有降碳刚性需求的出口外向型企业绿色低碳转型基本实现，重点企业绿电交易比例显著提高，绿电消费认证和碳足迹认证基本实现全覆盖，形成绿电赋能产业外向发展新高地，外贸对经济稳增长的支撑作用逐步增强。重点任务包括优化绿电供应模式、健全绿电市场机制等。,http://fgw.qinghai.gov.cn/zfxxgk/sdzdgknr/fgwwj/202509/t20250902_90124.html,630000
2025/9/3,内蒙古自治区,《内蒙古自治区固定资产投资项目节能审查和碳排放评价实施办法》,标准及许可,"碳排放评价,节能降碳","旨在建立内蒙古自治区能耗双控向碳排放双控全面新型转型新机制，加强固定资产投资项目能源消费和碳排放管理，落实碳排放双控制度要求。明确国务院和国家发展改革委审批的项目，以及年综合能源消费1万吨标准煤及以上的项目由自治区节能审查机关负责；消费量5千-1万吨标准煤的项目由盟市节能审查机关负责；消费量1千-5千吨标准煤的项目由旗县节能审查机关负责。碳排放评价是指在对项目进行节能审查时，按照碳排放双控要求同步对项目碳排放水平、实施影响和降碳措施等进行评价，并形成评价结果的行为。项目碳排放评价结果纳入项目节能审查意见。
",https://fgw.nmg.gov.cn/zfxxgk/fdzdgknr/xzgfwj/hjbh/202509/t20250903_2784212.html,150000
2025/9/12,宁夏回族自治区,《自治区深化新能源上网电价市场化改革实施方案》,政策制度,"新能源,电力市场",旨在结合宁夏实际，促进新能源高质量发展。方案明确推动新能源上网电价全面由市场形成、建立健全支持新能源高质量发展的制度机制、建立改革协同联动工作机制等多项举措。,https://fzggw.nx.gov.cn/zcgh/fgwwj/202509/t20250915_5021985.html,640000
2025/9/14,河南省,《河南省农作物秸秆综合利用行动方案（2025—2027年）》,政策制度,低碳循环发展,旨在实现河南省秸秆资源高效集约利用、产业模式低碳循环发展。要求到2027年初步建成布局合理、链条完整的饲料化利用产业带盒秸秆“收、储、运、用”网络。提出包括建设秸秆沃土高标准农田引领区，推广循环利用技术，构建以秸秆换填为纽带的农业绿色低碳循环发展新模式等六项重点任务。,https://www.henan.gov.cn/2025/09-14/3211775.html,410000
2025/9/14,福建省,《关于加快福建经济社会发展全面绿色转型的行动方案》,政策制度,美丽中国,旨在推动福建省经济社会发展绿色化、低碳化，要求分阶段到2035年经济社会发展全面进入绿色低碳轨道，全面建成美丽福建。方案提出构建山海协同绿色低碳高质量发展格局、加快产业结构绿色低碳转型升级、积极稳妥推进能源绿色低碳转型、着力构建绿色交通运输体系等七项重点任务，明确通过完善绿色低碳技术创新和健全绿色转型政策强化统筹保障。,https://www.fujian.gov.cn/zwgk/zxwj/szfwj/202509/t20250914_7009409.htm,350000
2025/9/14,重庆市,《重庆市固定资产项目节能审查和碳排放评价实施办法》,标准及许可,碳排放评价,旨在建立重庆市能耗双控向碳排放双控全面新型转型新机制，加强固定资产投资项目能源消费和碳排放管理，落实碳排放双控制度要求。明确坚持节约优先、能效引领，强化节能降碳指标管理，合理控制化石能源消费，坚决遏制高耗能、高排放、低水平项目盲目上马，积极稳妥推进碳达峰碳中和。,https://fzggw.cq.gov.cn/zwgk/zfxxgkml/zcwj/xzgfxwj/sfzggwxzgfxwj/202509/t20250917_15015353.html,500000
2025/9/15,河南省,《河南省加快人工智能赋能新型工业化行动方案（2025—2027年）》,政策制度,"人工智能,新质生产力,绿色化转型",旨在促进河南省人工智能等新一代信息技术与制造业深度融合，推动制造业高端化、智能化、绿色化转型，培育发展新质生产力。目标到2027年人工智能产业规模突破1600亿元。方案提出人工智能赋能新能源汽车产业；人工智能赋能生产制造智能化，提升绿色生产水平；人工智能助力节能减排动态优化，实行碳排放预算管理，实现碳排放来源追踪、碳排放趋势分析、超排放预警等多项举措。,https://www.henan.gov.cn/2025/09-15/3226841.html,410000
2025/9/17,吉林省,《吉林省建立碳足迹管理体系实施方案》,政策制度,碳足迹管理,旨在建立吉林省产品碳足迹管理体系，助力推进新质生产力发展和碳达峰碳中和。目标到2030年全省重点产品碳足迹核算标准体系进一步完善，碳足迹管理体系全面形成。方案明确积极参与碳足迹核算和分级管理规则制定、扩充完善省级产品碳足迹因子、丰富产品碳足迹应用场景、加强产品碳足迹人才培养等多项重点任务。,https://sthjt.jl.gov.cn/ywdt/szyw/202407/t20240719_3263406.html,220000
2025/9/17,河南省,《河南省金融服务“两高四着力”实施方案》,政策制度,"美丽中国,金融",旨在进一步河南省集聚金融资源，提升金融服务能力，优化金融生态环境。提出加力支持美丽河南建设，为重点领域、重点区域和重大项目的绿色发展提供中长期资金支持；创新绿色金融产品和服务，鼓励保险机构研发碳保险产品、推广环境污染责任保险；加大利用资本市场绿色融资力度；加强绿色金融发展机制保障等多项任务。,https://www.henan.gov.cn/2025/09-17/3227782.html,410000
2025/9/17,西藏自治区,《西藏自治区进一步加强绿色矿山建设的若干措施》,政策制度,"减污降碳,绿色矿山",旨在加强西藏自治区矿产资源勘查、保护、合理开发，协同推进降碳减污扩绿增长，加快矿业绿色低碳转型发展。提出了优化审批流程、加强要素保障、强化科技赋能、严守生态底线等十项措施为绿色矿山建设提供保障。,https://www.xizang.gov.cn/zwgk/xxfb/zbwj/202509/t20250917_500323.html,540000
2025/9/18,黑龙江省,《黑龙江省固定资产投资项目节能审查和碳排放评价实施办法》,标准及许可,碳排放评价,旨在建立黑龙江省能耗双控向碳排放双控全面新型转型新机制，加强固定资产投资项目能源消费和碳排放管理，落实碳排放双控制度要求。明确区域节能降碳目标、节能降碳措施、能效和碳排放准入、化石能源消费控制等要求。,https://drc.hlj.gov.cn/drc/c111444/202509/c00_31874565.shtml,230000
2025/9/19,湖北省,《湖北碳排放权交易试点市场扩容工作方案》,政策制度,碳排放权交易,旨在推进湖北省试点碳市场扩容发展，通过扩容提升试点碳市场的产品创新型、市场流动性和服务能力。明确降低工业行业纳入门槛、扩大非工业行业覆盖范围、新增覆盖的温室气体种类三大扩容方向。提出包括组织开展碳排放核查核算、推进碳计量试点工作、完善碳排放配额管理制度在内的多项重点任务。,https://sthjt.hubei.gov.cn/fbjd/zc/zcwj/sthjt/ehf/202509/t20250922_5776455.shtml,420000
2025/9/19,广东省,《关于深化新能源上网电价市场化改革促进新能源高质量发展的实施方案》,政策制度,"电价市场化,新能源",旨在推进广东省新能源上网电价市场化改革工作，促进新能源高质量发展。目标到2025年底前实现新能源上网电价全面市场化，提升新能源与电力系统的协同能力，促进新能源产业高质量发展。提出建立新能源可持续发展价格结算机制、新能源可持续发展价格结算机制的结算方式、强化改革与绿电绿证机制的协同等多项重点任务。,https://drc.gd.gov.cn/ndjh/content/post_4775502.html,440000
2025/9/23,北京市,《产业园区规划环境影响评价技术指南 碳排放》,政策制度,"碳排放评价,环境影响评价",旨在推动北京市环境影响评价向“生态环境保护+气候变化应对”协同管控升级。明确碳排放评价指标构建、碳排放核算与分析、减污降碳措施等技术要求，以产业园区和重点行业为“双锚点”，从能源活动、工业生产过程、废弃物处理等方面分析碳排放并提出管理要求。,https://scjgj.beijing.gov.cn/zwxx/gs/dfbzgg/202509/t20250929_4213904.html,110000
2025/9/25,辽宁省,《辽宁省深化新能源上网电价市场化改革实施方案》,政策制度,"电价市场化,新能源",旨在完善辽宁省电力市场体系，促进新能源高质量发展。目标深化新能源上完电价市场改革，建立适应辽宁新能源发展特点的可持续发展价格计算机制。明确建立健全推动新能源高质量发展的价格机制、建立健全推动新能源高质量发展的市场机制和建立健全推动新能源上网电价市场化改革的支撑体系三大重点任务。,https://fgw.ln.gov.cn/fgw/index/tzgg/2025092617545981506/index.shtml,210000
2025/9/26,湖北省,《全面实施美丽湖北暨美丽中国先行区建设规划纲要（2025—2035年）》,政策制度,美丽中国,旨在推进美丽湖北和美丽中国先行区建设。明确要把握美丽湖北建设形势、谱写美丽湖北建设新篇、守牢美丽建设安全底线、引领中部崛起绿色经济、打造碧水蓝天优美环境、构筑良性循环和谐生态、缔造绿色宜居美丽城乡并传扬荆风楚韵生态人文。,https://sthjt.hubei.gov.cn/fbjd/zc/zcwj/sthjt/ehf/202509/t20250928_5781644.shtml,420000
2025/9/28,宁夏回族自治区,《自治区高耗能高排放项目管理办法》,政策制度,减污降碳,旨在完善宁夏回族自治区高耗能高排放项目管理政策体系。明确以年综合能耗1万吨标准煤（或电力消费量2000万千瓦时）、年主要污染物（二氧化硫、氮氧化物、挥发性有机物）排放总量50 吨及以上项目为重点实施高耗能高排放项目清单管理，要求高耗能高排放项目须落实产能置换、能耗替代、污染物替代等措施。,https://fzggw.nx.gov.cn/zcgh/gfxwj1/202510/t20251013_5051552.html,640000
2025/9/30,青海省,《青海省新能源项目开发建设管理办法》,政策制度,新能源,旨在规范青海省新能源项目开发建设秩序，促进新能源产业高质量发展。明确风电项目实行核准制，光伏、光热和新型储能项目实行备案制，电网企业应当及时优化电网规划建设方案和投资计划安排，统筹开展新能源项目配套送出工程建设和改造。,http://fgw.qinghai.gov.cn/zfxxgk/sdzdgknr/fgwwj/202509/t20250930_90306.html,630000
